dates,start,visitor,pts_visitor,home,pts_home,ot,attendance,arena,urls,id
"Mon, Nov 17, 2014",7:00p,Dallas Mavericks,107,Charlotte Hornets,80,,"15,345",Time Warner Cable Arena,https://www.basketball-reference.com/boxscores/pbp/201411170CHO.html,201411170CHO
"Mon, Nov 17, 2014",7:00p,Denver Nuggets,106,Cleveland Cavaliers,97,,"20,562",Quicken Loans Arena,https://www.basketball-reference.com/boxscores/pbp/201411170CLE.html,201411170CLE
"Mon, Nov 17, 2014",7:30p,Phoenix Suns,118,Boston Celtics,114,,"16,726",TD Garden,https://www.basketball-reference.com/boxscores/pbp/201411170BOS.html,201411170BOS
"Mon, Nov 17, 2014",7:30p,Miami Heat,95,Brooklyn Nets,83,,"17,732",Barclays Center,https://www.basketball-reference.com/boxscores/pbp/201411170BRK.html,201411170BRK
"Mon, Nov 17, 2014",7:30p,Orlando Magic,107,Detroit Pistons,93,,"11,619",The Palace of Auburn Hills,https://www.basketball-reference.com/boxscores/pbp/201411170DET.html,201411170DET
"Mon, Nov 17, 2014",8:00p,Houston Rockets,93,Memphis Grizzlies,119,,"17,012",FedEx Forum,https://www.basketball-reference.com/boxscores/pbp/201411170MEM.html,201411170MEM
"Mon, Nov 17, 2014",8:30p,Philadelphia 76ers,75,San Antonio Spurs,100,,"18,581",AT&T Center,https://www.basketball-reference.com/boxscores/pbp/201411170SAS.html,201411170SAS
"Mon, Nov 17, 2014",10:00p,New Orleans Pelicans,93,Portland Trail Blazers,102,,"19,441",Moda Center,https://www.basketball-reference.com/boxscores/pbp/201411170POR.html,201411170POR
"Mon, Nov 17, 2014",10:30p,Chicago Bulls,105,Los Angeles Clippers,89,,"19,319",STAPLES Center,https://www.basketball-reference.com/boxscores/pbp/201411170LAC.html,201411170LAC
"Tue, Nov 18, 2014",7:30p,Los Angeles Lakers,114,Atlanta Hawks,109,,"17,848",Philips Arena,https://www.basketball-reference.com/boxscores/pbp/201411180ATL.html,201411180ATL
"Tue, Nov 18, 2014",8:00p,New York Knicks,113,Milwaukee Bucks,117,,"12,190",BMO Harris Bradley Center,https://www.basketball-reference.com/boxscores/pbp/201411180MIL.html,201411180MIL
"Tue, Nov 18, 2014",9:00p,Oklahoma City Thunder,81,Utah Jazz,98,,"17,190",EnergySolutions Arena,https://www.basketball-reference.com/boxscores/pbp/201411180UTA.html,201411180UTA
"Tue, Nov 18, 2014",10:00p,New Orleans Pelicans,106,Sacramento Kings,100,,"16,526",Sleep Train Arena,https://www.basketball-reference.com/boxscores/pbp/201411180SAC.html,201411180SAC
"Wed, Nov 19, 2014",7:00p,San Antonio Spurs,92,Cleveland Cavaliers,90,,"20,562",Quicken Loans Arena,https://www.basketball-reference.com/boxscores/pbp/201411190CLE.html,201411190CLE
"Wed, Nov 19, 2014",7:00p,Charlotte Hornets,86,Indiana Pacers,88,,"14,748",Bankers Life Fieldhouse,https://www.basketball-reference.com/boxscores/pbp/201411190IND.html,201411190IND
"Wed, Nov 19, 2014",7:00p,Los Angeles Clippers,114,Orlando Magic,90,,"16,034",Amway Center,https://www.basketball-reference.com/boxscores/pbp/201411190ORL.html,201411190ORL
"Wed, Nov 19, 2014",7:00p,Boston Celtics,101,Philadelphia 76ers,90,,"12,701",Wells Fargo Center,https://www.basketball-reference.com/boxscores/pbp/201411190PHI.html,201411190PHI
"Wed, Nov 19, 2014",7:00p,Dallas Mavericks,105,Washington Wizards,102,,"16,374",Verizon Center,https://www.basketball-reference.com/boxscores/pbp/201411190WAS.html,201411190WAS
"Wed, Nov 19, 2014",7:30p,Milwaukee Bucks,122,Brooklyn Nets,118,3OT,"15,694",Barclays Center,https://www.basketball-reference.com/boxscores/pbp/201411190BRK.html,201411190BRK
"Wed, Nov 19, 2014",7:30p,Phoenix Suns,88,Detroit Pistons,86,,"10,686",The Palace of Auburn Hills,https://www.basketball-reference.com/boxscores/pbp/201411190DET.html,201411190DET
"Wed, Nov 19, 2014",7:30p,Memphis Grizzlies,92,Toronto Raptors,96,,"19,800",Air Canada Centre,https://www.basketball-reference.com/boxscores/pbp/201411190TOR.html,201411190TOR
"Wed, Nov 19, 2014",8:00p,New York Knicks,99,Minnesota Timberwolves,115,,"15,304",Target Center,https://www.basketball-reference.com/boxscores/pbp/201411190MIN.html,201411190MIN
"Wed, Nov 19, 2014",9:00p,Oklahoma City Thunder,100,Denver Nuggets,107,,"14,140",Pepsi Center,https://www.basketball-reference.com/boxscores/pbp/201411190DEN.html,201411190DEN
"Wed, Nov 19, 2014",9:30p,Los Angeles Lakers,98,Houston Rockets,92,,"18,245",Toyota Center,https://www.basketball-reference.com/boxscores/pbp/201411190HOU.html,201411190HOU
"Thu, Nov 20, 2014",8:00p,Los Angeles Clippers,110,Miami Heat,93,,"19,685",AmericanAirlines Arena,https://www.basketball-reference.com/boxscores/pbp/201411200MIA.html,201411200MIA
"Thu, Nov 20, 2014",10:30p,Chicago Bulls,88,Sacramento Kings,103,,"17,317",Sleep Train Arena,https://www.basketball-reference.com/boxscores/pbp/201411200SAC.html,201411200SAC
"Fri, Nov 21, 2014",7:00p,Orlando Magic,105,Charlotte Hornets,100,,"18,126",Time Warner Cable Arena,https://www.basketball-reference.com/boxscores/pbp/201411210CHO.html,201411210CHO
"Fri, Nov 21, 2014",7:00p,Phoenix Suns,122,Philadelphia 76ers,96,,"16,789",Wells Fargo Center,https://www.basketball-reference.com/boxscores/pbp/201411210PHI.html,201411210PHI
"Fri, Nov 21, 2014",7:30p,Detroit Pistons,89,Atlanta Hawks,99,,"16,517",Philips Arena,https://www.basketball-reference.com/boxscores/pbp/201411210ATL.html,201411210ATL
"Fri, Nov 21, 2014",7:30p,Milwaukee Bucks,82,Toronto Raptors,124,,"19,800",Air Canada Centre,https://www.basketball-reference.com/boxscores/pbp/201411210TOR.html,201411210TOR
"Fri, Nov 21, 2014",8:00p,Boston Celtics,100,Memphis Grizzlies,117,,"17,712",FedEx Forum,https://www.basketball-reference.com/boxscores/pbp/201411210MEM.html,201411210MEM
"Fri, Nov 21, 2014",8:00p,San Antonio Spurs,121,Minnesota Timberwolves,92,,"12,414",Target Center,https://www.basketball-reference.com/boxscores/pbp/201411210MIN.html,201411210MIN
"Fri, Nov 21, 2014",8:00p,Brooklyn Nets,94,Oklahoma City Thunder,92,,"18,203",Chesapeake Energy Arena,https://www.basketball-reference.com/boxscores/pbp/201411210OKC.html,201411210OKC
"Fri, Nov 21, 2014",8:00p,Cleveland Cavaliers,78,Washington Wizards,91,,"20,356",Verizon Center,https://www.basketball-reference.com/boxscores/pbp/201411210WAS.html,201411210WAS
"Fri, Nov 21, 2014",8:30p,Los Angeles Lakers,106,Dallas Mavericks,140,,"20,353",American Airlines Center,https://www.basketball-reference.com/boxscores/pbp/201411210DAL.html,201411210DAL
"Fri, Nov 21, 2014",9:00p,New Orleans Pelicans,97,Denver Nuggets,117,,"15,232",Pepsi Center,https://www.basketball-reference.com/boxscores/pbp/201411210DEN.html,201411210DEN
"Fri, Nov 21, 2014",10:30p,Utah Jazz,88,Golden State Warriors,101,,"19,596",Oracle Arena,https://www.basketball-reference.com/boxscores/pbp/201411210GSW.html,201411210GSW
"Fri, Nov 21, 2014",10:30p,Chicago Bulls,87,Portland Trail Blazers,105,,"19,866",Moda Center,https://www.basketball-reference.com/boxscores/pbp/201411210POR.html,201411210POR
"Sat, Nov 22, 2014",7:00p,Phoenix Suns,106,Indiana Pacers,83,,"16,870",Bankers Life Fieldhouse,https://www.basketball-reference.com/boxscores/pbp/201411220IND.html,201411220IND
"Sat, Nov 22, 2014",7:00p,Miami Heat,99,Orlando Magic,92,,"18,846",Amway Center,https://www.basketball-reference.com/boxscores/pbp/201411220ORL.html,201411220ORL
"Sat, Nov 22, 2014",7:30p,Toronto Raptors,110,Cleveland Cavaliers,93,,"20,562",Quicken Loans Arena,https://www.basketball-reference.com/boxscores/pbp/201411220CLE.html,201411220CLE
"Sat, Nov 22, 2014",7:30p,Philadelphia 76ers,83,New York Knicks,91,,"19,812",Madison Square Garden (IV),https://www.basketball-reference.com/boxscores/pbp/201411220NYK.html,201411220NYK
"Sat, Nov 22, 2014",8:00p,Dallas Mavericks,92,Houston Rockets,95,,"18,244",Toyota Center,https://www.basketball-reference.com/boxscores/pbp/201411220HOU.html,201411220HOU
"Sat, Nov 22, 2014",8:00p,Sacramento Kings,113,Minnesota Timberwolves,101,,"13,191",Target Center,https://www.basketball-reference.com/boxscores/pbp/201411220MIN.html,201411220MIN
"Sat, Nov 22, 2014",8:30p,Washington Wizards,111,Milwaukee Bucks,100,,"14,254",BMO Harris Bradley Center,https://www.basketball-reference.com/boxscores/pbp/201411220MIL.html,201411220MIL
"Sat, Nov 22, 2014",8:30p,Brooklyn Nets,87,San Antonio Spurs,99,,"18,581",AT&T Center,https://www.basketball-reference.com/boxscores/pbp/201411220SAS.html,201411220SAS
"Sat, Nov 22, 2014",9:00p,New Orleans Pelicans,106,Utah Jazz,94,,"18,452",EnergySolutions Arena,https://www.basketball-reference.com/boxscores/pbp/201411220UTA.html,201411220UTA
"Sun, Nov 23, 2014",6:00p,Portland Trail Blazers,94,Boston Celtics,88,,"16,692",TD Garden,https://www.basketball-reference.com/boxscores/pbp/201411230BOS.html,201411230BOS
"Sun, Nov 23, 2014",6:00p,Los Angeles Clippers,91,Memphis Grizzlies,107,,"18,119",FedEx Forum,https://www.basketball-reference.com/boxscores/pbp/201411230MEM.html,201411230MEM
"Sun, Nov 23, 2014",6:00p,Charlotte Hornets,93,Miami Heat,94,,"19,639",AmericanAirlines Arena,https://www.basketball-reference.com/boxscores/pbp/201411230MIA.html,201411230MIA
"Sun, Nov 23, 2014",7:00p,Golden State Warriors,91,Oklahoma City Thunder,86,,"18,203",Chesapeake Energy Arena,https://www.basketball-reference.com/boxscores/pbp/201411230OKC.html,201411230OKC
"Sun, Nov 23, 2014",9:30p,Denver Nuggets,101,Los Angeles Lakers,94,OT,"18,997",STAPLES Center,https://www.basketball-reference.com/boxscores/pbp/201411230LAL.html,201411230LAL
"Mon, Nov 24, 2014",7:00p,Los Angeles Clippers,113,Charlotte Hornets,92,,"17,180",Time Warner Cable Arena,https://www.basketball-reference.com/boxscores/pbp/201411240CHO.html,201411240CHO
"Mon, Nov 24, 2014",7:00p,Orlando Magic,74,Cleveland Cavaliers,106,,"20,562",Quicken Loans Arena,https://www.basketball-reference.com/boxscores/pbp/201411240CLE.html,201411240CLE
"Mon, Nov 24, 2014",7:00p,Portland Trail Blazers,114,Philadelphia 76ers,104,,"11,094",Wells Fargo Center,https://www.basketball-reference.com/boxscores/pbp/201411240PHI.html,201411240PHI
"Mon, Nov 24, 2014",7:30p,Phoenix Suns,100,Toronto Raptors,104,,"19,800",Air Canada Centre,https://www.basketball-reference.com/boxscores/pbp/201411240TOR.html,201411240TOR
"Mon, Nov 24, 2014",8:00p,New York Knicks,86,Houston Rockets,91,,"18,133",Toyota Center,https://www.basketball-reference.com/boxscores/pbp/201411240HOU.html,201411240HOU
"Mon, Nov 24, 2014",8:30p,Indiana Pacers,111,Dallas Mavericks,100,,"19,850",American Airlines Center,https://www.basketball-reference.com/boxscores/pbp/201411240DAL.html,201411240DAL
"Mon, Nov 24, 2014",9:00p,Chicago Bulls,97,Utah Jazz,95,,"18,904",EnergySolutions Arena,https://www.basketball-reference.com/boxscores/pbp/201411240UTA.html,201411240UTA
"Tue, Nov 25, 2014",7:00p,Atlanta Hawks,106,Washington Wizards,102,,"15,440",Verizon Center,https://www.basketball-reference.com/boxscores/pbp/201411250WAS.html,201411250WAS
"Tue, Nov 25, 2014",7:30p,Golden State Warriors,114,Miami Heat,97,,"19,647",AmericanAirlines Arena,https://www.basketball-reference.com/boxscores/pbp/201411250MIA.html,201411250MIA
"Tue, Nov 25, 2014",8:00p,Detroit Pistons,86,Milwaukee Bucks,98,,"15,265",BMO Harris Bradley Center,https://www.basketball-reference.com/boxscores/pbp/201411250MIL.html,201411250MIL
"Tue, Nov 25, 2014",8:00p,Sacramento Kings,99,New Orleans Pelicans,89,,"17,037",Smoothie King Center,https://www.basketball-reference.com/boxscores/pbp/201411250NOP.html,201411250NOP
"Tue, Nov 25, 2014",9:00p,Chicago Bulls,109,Denver Nuggets,114,,"17,033",Pepsi Center,https://www.basketball-reference.com/boxscores/pbp/201411250DEN.html,201411250DEN
"Wed, Nov 26, 2014",7:00p,Portland Trail Blazers,105,Charlotte Hornets,97,,"16,972",Time Warner Cable Arena,https://www.basketball-reference.com/boxscores/pbp/201411260CHO.html,201411260CHO
"Wed, Nov 26, 2014",7:00p,Washington Wizards,87,Cleveland Cavaliers,113,,"20,562",Quicken Loans Arena,https://www.basketball-reference.com/boxscores/pbp/201411260CLE.html,201411260CLE
"Wed, Nov 26, 2014",7:00p,Golden State Warriors,111,Orlando Magic,96,,"17,702",Amway Center,https://www.basketball-reference.com/boxscores/pbp/201411260ORL.html,201411260ORL
"Wed, Nov 26, 2014",7:00p,Brooklyn Nets,99,Philadelphia 76ers,91,,"11,223",Wells Fargo Center,https://www.basketball-reference.com/boxscores/pbp/201411260PHI.html,201411260PHI
"Wed, Nov 26, 2014",7:30p,Toronto Raptors,126,Atlanta Hawks,115,,"16,253",Philips Arena,https://www.basketball-reference.com/boxscores/pbp/201411260ATL.html,201411260ATL
"Wed, Nov 26, 2014",7:30p,New York Knicks,102,Dallas Mavericks,109,OT,"20,352",American Airlines Center,https://www.basketball-reference.com/boxscores/pbp/201411260DAL.html,201411260DAL
"Wed, Nov 26, 2014",7:30p,Los Angeles Clippers,104,Detroit Pistons,98,,"13,461",The Palace of Auburn Hills,https://www.basketball-reference.com/boxscores/pbp/201411260DET.html,201411260DET
"Wed, Nov 26, 2014",8:00p,Sacramento Kings,89,Houston Rockets,102,,"18,058",Toyota Center,https://www.basketball-reference.com/boxscores/pbp/201411260HOU.html,201411260HOU
"Wed, Nov 26, 2014",8:00p,Milwaukee Bucks,103,Minnesota Timberwolves,86,,"14,710",Target Center,https://www.basketball-reference.com/boxscores/pbp/201411260MIN.html,201411260MIN
"Wed, Nov 26, 2014",8:00p,Utah Jazz,82,Oklahoma City Thunder,97,,"18,203",Chesapeake Energy Arena,https://www.basketball-reference.com/boxscores/pbp/201411260OKC.html,201411260OKC
"Wed, Nov 26, 2014",8:30p,Indiana Pacers,100,San Antonio Spurs,106,,"18,581",AT&T Center,https://www.basketball-reference.com/boxscores/pbp/201411260SAS.html,201411260SAS
"Wed, Nov 26, 2014",9:00p,Denver Nuggets,112,Phoenix Suns,120,,"16,099",US Airways Center,https://www.basketball-reference.com/boxscores/pbp/201411260PHO.html,201411260PHO
"Wed, Nov 26, 2014",10:30p,Memphis Grizzlies,99,Los Angeles Lakers,93,,"18,997",STAPLES Center,https://www.basketball-reference.com/boxscores/pbp/201411260LAL.html,201411260LAL
"Fri, Nov 28, 2014",1:00p,Chicago Bulls,109,Boston Celtics,102,,"18,203",TD Garden,https://www.basketball-reference.com/boxscores/pbp/201411280BOS.html,201411280BOS
"Fri, Nov 28, 2014",7:00p,Golden State Warriors,106,Charlotte Hornets,101,,"19,381",Time Warner Cable Arena,https://www.basketball-reference.com/boxscores/pbp/201411280CHO.html,201411280CHO
"Fri, Nov 28, 2014",7:30p,New Orleans Pelicans,91,Atlanta Hawks,100,,"17,079",Philips Arena,https://www.basketball-reference.com/boxscores/pbp/201411280ATL.html,201411280ATL
"Fri, Nov 28, 2014",7:30p,Milwaukee Bucks,104,Detroit Pistons,88,,"13,127",The Palace of Auburn Hills,https://www.basketball-reference.com/boxscores/pbp/201411280DET.html,201411280DET
"Fri, Nov 28, 2014",7:30p,Dallas Mavericks,106,Toronto Raptors,102,,"19,800",Air Canada Centre,https://www.basketball-reference.com/boxscores/pbp/201411280TOR.html,201411280TOR
"Fri, Nov 28, 2014",8:00p,Los Angeles Clippers,102,Houston Rockets,85,,"18,226",Toyota Center,https://www.basketball-reference.com/boxscores/pbp/201411280HOU.html,201411280HOU
"Fri, Nov 28, 2014",8:00p,Orlando Magic,83,Indiana Pacers,98,,"18,165",Bankers Life Fieldhouse,https://www.basketball-reference.com/boxscores/pbp/201411280IND.html,201411280IND
"Fri, Nov 28, 2014",8:00p,New York Knicks,78,Oklahoma City Thunder,105,,"18,203",Chesapeake Energy Arena,https://www.basketball-reference.com/boxscores/pbp/201411280OKC.html,201411280OKC
"Fri, Nov 28, 2014",8:30p,Sacramento Kings,104,San Antonio Spurs,112,,"18,581",AT&T Center,https://www.basketball-reference.com/boxscores/pbp/201411280SAS.html,201411280SAS
"Fri, Nov 28, 2014",9:00p,Phoenix Suns,97,Denver Nuggets,122,,"15,509",Pepsi Center,https://www.basketball-reference.com/boxscores/pbp/201411280DEN.html,201411280DEN
"Fri, Nov 28, 2014",10:00p,Memphis Grizzlies,112,Portland Trail Blazers,99,,"19,459",Moda Center,https://www.basketball-reference.com/boxscores/pbp/201411280POR.html,201411280POR
"Fri, Nov 28, 2014",10:30p,Minnesota Timberwolves,120,Los Angeles Lakers,119,,"18,997",STAPLES Center,https://www.basketball-reference.com/boxscores/pbp/201411280LAL.html,201411280LAL
"Sat, Nov 29, 2014",7:00p,Dallas Mavericks,110,Philadelphia 76ers,103,,"16,145",Wells Fargo Center,https://www.basketball-reference.com/boxscores/pbp/201411290PHI.html,201411290PHI
"Sat, Nov 29, 2014",7:00p,New Orleans Pelicans,80,Washington Wizards,83,,"17,581",Verizon Center,https://www.basketball-reference.com/boxscores/pbp/201411290WAS.html,201411290WAS
"Sat, Nov 29, 2014",7:30p,Charlotte Hornets,75,Atlanta Hawks,105,,"14,185",Philips Arena,https://www.basketball-reference.com/boxscores/pbp/201411290ATL.html,201411290ATL
"Sat, Nov 29, 2014",7:30p,Indiana Pacers,97,Cleveland Cavaliers,109,,"20,562",Quicken Loans Arena,https://www.basketball-reference.com/boxscores/pbp/201411290CLE.html,201411290CLE
"Sat, Nov 29, 2014",9:00p,Houston Rockets,117,Milwaukee Bucks,103,,"16,119",BMO Harris Bradley Center,https://www.basketball-reference.com/boxscores/pbp/201411290MIL.html,201411290MIL
"Sat, Nov 29, 2014",9:00p,Los Angeles Clippers,112,Utah Jazz,96,,"18,479",EnergySolutions Arena,https://www.basketball-reference.com/boxscores/pbp/201411290UTA.html,201411290UTA
"Sun, Nov 30, 2014",1:00p,San Antonio Spurs,111,Boston Celtics,89,,"17,121",TD Garden,https://www.basketball-reference.com/boxscores/pbp/201411300BOS.html,201411300BOS
"Sun, Nov 30, 2014",3:00p,Chicago Bulls,102,Brooklyn Nets,84,,"17,732",Barclays Center,https://www.basketball-reference.com/boxscores/pbp/201411300BRK.html,201411300BRK
"Sun, Nov 30, 2014",3:30p,Golden State Warriors,104,Detroit Pistons,93,,"12,737",The Palace of Auburn Hills,https://www.basketball-reference.com/boxscores/pbp/201411300DET.html,201411300DET
"Sun, Nov 30, 2014",6:00p,Memphis Grizzlies,97,Sacramento Kings,85,,"16,240",Sleep Train Arena,https://www.basketball-reference.com/boxscores/pbp/201411300SAC.html,201411300SAC
"Sun, Nov 30, 2014",7:30p,Miami Heat,86,New York Knicks,79,,"19,812",Madison Square Garden (IV),https://www.basketball-reference.com/boxscores/pbp/201411300NYK.html,201411300NYK
"Sun, Nov 30, 2014",8:00p,Orlando Magic,93,Phoenix Suns,90,,"15,558",US Airways Center,https://www.basketball-reference.com/boxscores/pbp/201411300PHO.html,201411300PHO
"Sun, Nov 30, 2014",9:00p,Minnesota Timberwolves,93,Portland Trail Blazers,107,,"18,843",Moda Center,https://www.basketball-reference.com/boxscores/pbp/201411300POR.html,201411300POR
"Sun, Nov 30, 2014",9:30p,Toronto Raptors,122,Los Angeles Lakers,129,OT,"18,997",STAPLES Center,https://www.basketball-reference.com/boxscores/pbp/201411300LAL.html,201411300LAL
"Mon, Dec 1, 2014",7:00p,San Antonio Spurs,109,Philadelphia 76ers,103,,"12,843",Wells Fargo Center,https://www.basketball-reference.com/boxscores/pbp/201412010PHI.html,201412010PHI
"Mon, Dec 1, 2014",7:00p,Miami Heat,86,Washington Wizards,107,,"15,150",Verizon Center,https://www.basketball-reference.com/boxscores/pbp/201412010WAS.html,201412010WAS
"Mon, Dec 1, 2014",9:00p,Denver Nuggets,103,Utah Jazz,101,,"16,768",EnergySolutions Arena,https://www.basketball-reference.com/boxscores/pbp/201412010UTA.html,201412010UTA
"Mon, Dec 1, 2014",10:30p,Minnesota Timberwolves,101,Los Angeles Clippers,127,,"19,060",STAPLES Center,https://www.basketball-reference.com/boxscores/pbp/201412010LAC.html,201412010LAC
"Tue, Dec 2, 2014",7:00p,Milwaukee Bucks,108,Cleveland Cavaliers,111,,"20,562",Quicken Loans Arena,https://www.basketball-reference.com/boxscores/pbp/201412020CLE.html,201412020CLE
"Tue, Dec 2, 2014",7:30p,Boston Celtics,105,Atlanta Hawks,109,,"12,705",Philips Arena,https://www.basketball-reference.com/boxscores/pbp/201412020ATL.html,201412020ATL
